Random waveform, supplied seed
Total number of intervals = 252 (6927, 52892, 98921, 61129, 40613, 53226, 38560, 103465, 104758, 94759, 37799, 8296, 69443, 12517, 43591, 20430, 93758, 10485, 16518, 83230, 5484, 55611, 20774, 96726, 32442, 73039, 74055, 51197, 59442, 35654, 78747, 42212, 52488, 36950, 16762, 79473, 61431, 87172, 108181, 80515, 37149, 13444, 72057, 70041, 90162, 52082, 24258, 72013, 58012, 45398, 50177, 34504, 66010, 73937, 55020, 53235, 97743, 5419, 14764, 7451, 48208, 16149, 78989, 18886, 75954, 44409, 16431, 85707, 58253, 103867, 21604, 90401, 84467, 99700, 32052, 18173, 67789, 51929, 83850, 18614, 29315, 108090, 27024, 49907, 9150, 34328, 51881, 14569, 81517, 78694, 93409, 39093, 18729, 70818, 21942, 91810, 39588, 40957, 62645, 15539, 107672, 32954, 58866, 23739, 54701, 60706, 72350, 58661, 34912, 103268, 38703, 83358, 57408, 86837, 33517, 66204, 73758, 99742, 109462, 94453, 44096, 100467, 8576, 59359, 7614, 60329, 43762, 67038, 26095, 71173, 109276, 13150, 61250, 84472, 82226, 27671, 98736, 106314, 105027, 96867, 89493, 50538, 22083, 48618, 94298, 63579, 64573, 77178, 29824, 64495, 20917, 85651, 61935, 50216, 72251, 71798, 19701, 24952, 81838, 26648, 24837, 29420, 103882, 70314, 61679, 49557, 19325, 9128, 94933, 24327, 71896, 93771, 20452, 42338, 72627, 80603, 49049, 92305, 56889, 78036, 71583, 72609, 107382, 86530, 16550, 84534, 72631, 49291, 62175, 80213, 16566, 53985, 101949, 24076, 52574, 106271, 105451, 86087, 29108, 101115, 74326, 75832, 94901, 15809, 28874, 51882, 32653, 41676, 63019, 99164, 47055, 62394, 98519, 32122, 49464, 24034, 77363, 91698, 38997, 86028, 83012, 15024, 56640, 97362, 107412, 65030, 79278, 47544, 105368, 58181, 56960, 14849, 63672, 48289, 11797, 10781, 49362, 102119, 46213, 97025, 18351, 21426, 43013, 67376, 36043, 6255, 102499, 26263, 56974, 40869, 46514, 11431)
Average QPS expected = 57290
Timestamp start: 1778166257186
Timestamp end: 1778167517537

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      311.1   341.3    86.8   148.7   167.5   279.6   323.5   347.9   366.3   388.4   418.5   473.4  1051.3  4016.6 12334.5  16582.4    16518
read      480.6   730.5    86.8   140.2   159.2   288.6   354.6   396.7   432.6   487.8   624.7  1832.4  3839.0  7521.5  9099.5  82976.8    83230
read      248.1   124.5    93.8   157.4   169.8   231.5   260.3   276.1   289.5   305.1   325.6   363.3   582.9  1638.5  3048.7   5532.4     5484
read      361.6   464.1    80.4   134.3   151.1   280.1   344.7   384.7   416.6   461.5   539.9   704.4  2362.2  6617.1 12935.6  55503.4    55611
read      330.4   335.9    86.8   144.6   164.5   290.6   342.4   371.1   392.3   418.4   454.9   525.6  1382.3  5070.6  8049.2  20739.0    20774
read      486.3   707.7    86.8   152.8   176.2   315.1   386.6   434.7   475.3   532.6   629.9  1647.3  3756.7  7625.6 10360.8  96948.8    96726
read      323.6   246.9    80.4   139.4   157.7   291.0   348.4   383.5   409.1   439.5   482.0   554.5  1019.7  3509.3  7372.8  32441.8    32442
read      333.9   454.8    80.4   132.8   148.5   259.1   315.2   345.5   368.4   396.7   435.4   528.8  2828.4  5729.1  8496.9  72948.8    73039
read      265.3   121.9    80.4   130.7   145.4   247.4   300.9   329.4   349.4   372.9   403.2   452.5   579.7   983.0  2638.7  74188.6    74055
read      324.2   264.9    80.4   135.5   152.2   281.2   342.5   379.3   408.3   446.9   506.5   610.0  1128.8  3473.7  7639.3  51108.2    51197
read      275.3   121.8    80.4   134.4   150.0   260.6   314.3   341.9   361.9   384.9   414.3   460.7   583.0  1141.7  3166.4  59298.0    59442
read      313.1   151.9    80.4   136.5   155.5   297.7   358.1   390.9   414.6   442.4   481.2   542.9   680.7  1376.3  3194.8  35560.2    35654
read      367.0   519.9    74.4   135.4   152.0   266.7   325.0   359.7   386.1   420.5   475.3   672.5  2999.1  6290.5  9207.4  78576.6    78747
read      319.1   208.5    80.4   141.0   158.5   287.8   344.9   378.4   403.5   436.3   490.0   590.2   905.8  2746.9  4997.1  42167.2    42212
read      328.5   245.2    86.8   137.7   154.2   282.0   344.8   382.8   412.5   454.8   529.8   666.2  1122.7  3171.4  5454.8  52474.6    52488
read      321.3   202.7    86.8   141.2   158.9   292.6   352.2   388.3   415.6   449.8   500.4   578.3   790.3  2741.1  5354.5  37012.6    36950
read      294.9   144.5    86.8   149.8   167.9   282.2   326.5   350.7   368.2   389.2   416.4   461.7   616.3  1922.2  3450.1  16942.2    16762
read      459.7   727.9    80.4   139.2   156.7   280.7   343.4   382.3   414.1   461.6   552.8  1755.8  3916.6  7609.6  9014.6  79584.2    79473
read      262.9   103.9    80.4   133.2   147.5   250.1   303.3   329.9   347.7   368.8   394.6   432.3   517.7   720.8  1919.9  61298.6    61431
read      260.5   112.5    80.4   132.6   147.0   241.0   293.2   321.5   342.2   366.0   395.7   440.9   562.1  1031.3  2462.7  87195.2    87172
read      272.4   171.6    86.8   138.4   153.7   250.1   298.6   326.2   346.1   370.5   401.5   454.2   610.5  2146.0  7236.9 108087.2   108181
read      256.2   106.2    80.4   130.4   144.1   237.5   290.7   318.9   339.0   362.1   390.8   433.0   537.0   940.7  1934.0  80349.6    80515
read      299.1   147.8    80.4   140.4   157.0   279.4   331.2   361.2   383.9   411.9   453.7   532.8   708.7  1714.2  2963.1  37212.0    37149
read      285.3   143.9    93.8   156.6   174.4   272.7   312.0   333.4   348.0   367.9   392.8   432.5   577.0  1733.9  4864.8  13391.0    13444
read      475.3   741.1    80.4   139.4   157.0   286.8   350.4   390.3   424.5   478.8   603.6  1858.4  3919.8  7611.0  9002.1  72122.4    72057
read      262.4   103.7    86.8   132.9   147.2   246.3   300.7   329.1   348.2   370.6   398.3   437.9   534.8   766.3  1723.8  70158.8    70041
read      263.2   124.1    86.8   133.9   148.7   243.1   294.1   322.3   342.9   367.0   396.9   442.9   570.1  1369.7  2877.8  90221.0    90162
read      300.2   188.8    80.4   138.8   154.2   271.7   327.8   358.8   381.9   411.4   456.2   553.7   825.0  2555.7  5294.6  51964.8    52082
read      318.4   225.8    86.8   147.6   166.2   294.8   347.4   376.6   398.4   424.6   458.7   516.9   784.8  3333.5  7315.8  24369.8    24258
read      445.1   696.4    80.4   137.8   154.4   279.1   340.5   377.5   407.8   453.7   546.7  1633.3  3773.1  7612.7  9440.1  71975.8    72013
read      263.1   115.1    80.4   133.1   147.5   250.5   303.5   329.4   346.6   367.5   393.4   431.7   514.9   729.7  3361.1  58018.2    58012
read      307.6   180.9    86.8   137.7   153.5   279.6   337.5   370.9   397.6   431.9   484.1   572.8   797.7  2150.3  3881.5  45343.6    45398
read      298.5   172.9    86.8   134.6   150.0   271.6   327.8   360.6   385.7   418.3   467.9   565.4   807.0  1793.9  4742.9  50245.8    50177
read      308.3   183.4    80.4   139.9   156.4   284.6   341.4   373.0   397.1   426.5   465.7   536.0   734.1  2562.1  4197.5  34589.4    34504
read      279.2   149.1    80.4   133.4   148.2   254.1   310.5   340.6   362.7   389.4   426.1   498.8   724.3  1635.2  4015.9  65906.8    66010
read      256.7   103.5    80.4   129.9   143.6   239.4   294.2   322.4   341.8   364.3   391.8   432.0   526.5   767.3  1576.7  74088.6    73937
read      262.4    98.3    80.4   133.5   148.0   253.2   303.7   327.6   344.2   364.0   388.7   427.2   510.0   685.3  1769.2  55014.8    55020
read      276.7   121.7    80.4   133.3   147.6   260.7   314.8   343.5   365.2   391.3   425.6   484.7   612.4  1012.2  2211.0  53236.8    53235
read      294.8   292.1    80.4   134.4   149.4   248.6   300.9   331.0   352.9   379.4   415.6   485.4  1554.2  3649.6  7834.2  97669.6    97743
read      239.1   144.6   101.3   155.5   167.1   223.6   249.5   264.9   275.5   290.5   310.2   342.3   465.6  1852.9  4498.4   5425.4     5419
read      283.4   120.3    86.8   151.6   169.1   271.6   312.2   335.0   351.5   371.2   397.7   436.8   581.7  1482.1  3138.2  14785.0    14764
read      249.1   100.6    93.8   155.2   168.6   237.9   268.2   285.3   296.9   312.8   333.3   367.3   467.6  1211.1  3847.6   7485.6     7451
read      330.9   243.6    80.4   137.1   153.7   286.9   353.2   395.2   429.5   476.1   544.3   641.8   982.2  3188.9  7374.5  48373.2    48208
read      288.2   128.0    86.8   150.2   168.2   277.8   320.8   344.2   361.6   381.3   406.4   450.0   568.5  1484.5  4732.1  16193.4    16149
read      494.5   768.0    86.8   141.0   159.9   292.1   359.1   403.6   443.7   503.8   630.0  2031.5  3939.9  7716.6 11752.3  79003.4    78989
read      311.9   180.4    86.8   153.6   174.0   294.3   344.3   371.9   392.8   417.4   449.8   503.6   645.9  2259.9  6425.1  18902.4    18886
read      453.4   695.3    80.4   138.2   156.0   285.9   349.7   390.1   423.6   472.5   578.2  1648.7  3818.2  7346.1  8137.1  76077.2    75954
read      318.6   219.5    80.4   140.2   157.5   285.9   344.2   378.5   404.2   438.3   496.2   599.3   886.9  2813.6  6314.6  44406.0    44409
read      289.4   132.6    86.8   151.7   170.1   276.3   318.1   341.8   359.2   379.1   405.3   451.3   613.4  1798.3  2903.8  16416.6    16431
read      449.3   696.0    80.4   139.4   157.1   284.2   346.7   387.4   421.4   471.0   565.4  1583.6  3778.7  7473.5  8129.7  85813.2    85707
read      264.8   106.3    80.4   134.5   149.1   253.2   304.9   330.7   348.1   369.0   394.8   432.6   520.7   712.2  2630.0  58122.0    58253
read      266.8   121.0    80.4   137.6   152.5   247.0   296.1   324.0   343.8   368.1   398.7   449.1   590.8  1227.3  2586.8 104154.6   103867
read      297.1   165.3    86.8   147.4   165.3   278.5   323.7   350.5   371.0   395.4   427.3   482.0   689.8  2158.9  4466.5  21606.6    21604
read      445.0   618.7    86.8   148.5   168.2   305.4   374.0   419.4   458.6   517.7   618.0  1035.5  3598.0  6994.8  8805.1  90444.4    90401
read      260.4   117.8    80.4   131.6   145.7   240.8   293.8   322.2   342.3   366.0   395.1   438.5   560.8  1095.7  2817.1  84451.6    84467
read      261.5   118.1    80.4   134.8   149.4   242.3   292.2   319.9   340.4   364.5   394.4   439.3   563.0  1073.9  2544.9  99763.2    99700
read      301.2   154.5    86.8   141.9   158.9   282.9   333.2   362.9   385.1   411.8   449.8   518.7   705.5  1771.2  3606.5  32052.6    32052
read      294.1   159.4    86.8   147.4   165.3   280.3   326.1   351.2   369.3   390.8   418.4   463.3   609.0  2114.9  4742.7  18145.6    18173
read      419.3   660.2    80.4   135.8   151.5   268.9   327.6   361.2   387.5   423.9   492.6  1494.0  3645.6  7336.8  8106.4  67659.0    67789
read      281.5   131.7    80.4   134.9   149.3   263.8   319.0   349.0   371.3   398.0   433.0   493.1   627.5  1175.1  2972.0  51932.0    51929
read      269.8   164.4    80.4   131.9   146.1   242.3   296.0   325.2   346.1   371.1   402.9   459.8   748.7  2043.5  5043.4  83667.4    83850
read      287.9   116.6    86.8   149.5   167.2   276.7   320.1   345.1   363.9   385.5   412.9   457.6   571.1  1365.8  2631.8  18714.2    18614
read      324.6   192.2    86.8   140.4   159.0   302.6   365.4   399.0   423.3   452.1   492.8   556.4   764.5  2390.4  4883.5  29292.6    29315
read      391.8   486.6    80.4   148.0   167.6   292.2   355.8   397.7   432.9   481.6   552.1   721.0  2955.3  5387.2  8122.6 107944.0   108090
read      310.4   169.8    80.4   144.2   162.4   289.5   342.7   373.5   396.5   424.1   460.3   523.3   739.9  2135.1  3845.3  27003.6    27024
read      312.4   180.3    86.8   137.7   153.1   277.7   338.1   373.8   403.2   444.7   511.8   621.1   888.6  1761.7  3441.3  49825.6    49907
read      254.0    82.2    93.8   156.3   171.3   244.7   275.1   292.5   305.5   320.0   342.3   374.6   465.9  1060.2  2151.4   9188.2     9150
read      337.1   240.0    80.4   141.9   161.0   303.9   369.7   405.2   432.8   465.9   514.9   587.4  1048.7  3221.3  7459.2  34207.6    34328
read      308.0   187.6    80.4   137.3   153.5   278.4   337.7   371.1   396.3   428.2   474.2   568.7   897.5  2195.7  4591.8  51837.0    51881
read      292.9   126.7    86.8   156.8   176.2   280.8   321.9   345.6   363.6   384.5   411.4   456.2   583.4  1695.1  2696.6  14533.4    14569
read      473.3   793.1    80.4   140.7   160.0   294.0   360.0   401.6   438.3   493.6   590.9  1564.8  4350.1  7824.2 13151.8  81492.4    81517
read      262.8   113.3    80.4   131.0   145.5   245.2   297.9   326.7   346.8   370.4   399.8   447.4   564.0   866.5  2144.7  78754.8    78694
read      277.7   137.2    80.4   137.5   152.9   255.6   307.9   337.2   359.0   384.9   419.6   477.7   649.8  1622.5  3178.8  93362.8    93409
read      317.7   187.4    80.4   140.4   158.1   289.8   346.9   381.8   408.5   443.4   496.1   584.6   824.4  2281.1  4339.5  38975.6    39093
read      310.2   179.0    86.8   152.8   173.4   291.8   340.8   368.4   388.6   412.1   443.9   497.8   667.0  2559.0  7146.4  18793.4    18729
read      464.8   720.1    80.4   138.5   156.3   288.8   353.3   393.7   427.6   477.3   584.2  1750.4  3916.6  7588.9  8130.1  70616.0    70818
read      322.4   195.1    86.8   150.2   170.4   298.4   353.1   384.4   406.8   434.7   470.6   538.6   793.0  2568.7  7260.7  21949.4    21942
read      401.5   544.4    80.4   140.6   158.9   285.9   348.6   388.6   421.8   468.6   548.9   805.8  3273.7  5936.5  8068.7  91770.6    91810
read      315.8   192.3    86.8   139.9   157.4   287.3   344.4   377.8   403.6   438.1   491.1   580.8   808.0  2508.6  5179.9  39767.2    39588
read      321.8   211.2    80.4   139.3   156.8   291.2   353.9   390.9   419.2   455.0   507.7   592.4   819.1  2554.4  7389.2  41054.0    40957
read      377.3   566.1    80.4   133.3   148.8   265.6   323.8   355.9   379.9   410.2   458.9   655.5  3271.5  6187.1  8082.1  62721.8    62645
read      288.7   198.2    86.8   152.6   170.7   273.0   312.8   335.2   351.3   371.0   397.1   439.4   587.5  2459.6  8507.8  15470.4    15539
read      485.7   676.0    86.8   159.1   184.3   330.4   406.1   459.1   501.5   558.4   649.0  1321.2  3686.7  7511.1  9093.4 107827.0   107672
read      304.8   158.2    80.4   137.9   155.9   286.1   340.9   372.4   396.6   425.0   461.9   524.1   684.4  1854.9  3112.9  32981.0    32954
read      271.8   161.4    80.4   129.5   143.7   251.5   305.6   332.8   351.9   374.1   404.0   458.7   646.2  2146.1  4592.1  58926.4    58866
read      291.6   144.0    86.8   140.3   157.7   278.5   327.8   354.5   373.5   396.3   424.4   466.5   590.7  1956.9  2952.6  23802.4    23739
read      309.0   240.2    86.8   131.9   147.4   269.9   330.2   364.3   390.6   425.0   478.0   588.2  1044.5  3211.8  7054.1  54729.8    54701
read      286.5   188.8    80.4   132.6   147.5   260.6   317.9   348.8   371.6   399.6   436.0   503.6   690.3  2699.7  5411.9  60834.8    60706
read      258.1   102.3    74.4   130.8   145.1   243.0   296.8   323.1   341.4   362.6   389.0   428.9   525.8   731.2  2238.2  72252.6    72350
read      262.1   101.6    80.4   133.0   147.8   251.9   302.9   327.9   344.7   364.9   389.9   427.5   508.2   661.6  1740.8  58671.0    58661
read      302.8   168.8    80.4   136.2   153.1   283.4   338.9   370.1   393.5   421.0   456.5   519.1   691.6  2250.9  3985.0  34895.0    34912
read      424.8   609.0    80.4   145.8   166.4   297.8   362.1   402.8   438.4   492.1   575.5   776.9  3559.6  6952.3  8701.2 103511.6   103268
read      293.1   157.5    80.4   134.4   150.9   275.4   326.4   355.2   376.3   402.9   440.4   508.0   687.7  1790.7  3764.1  38724.4    38703
read      257.7   118.8    80.4   130.0   144.0   238.6   291.7   319.5   339.4   362.4   391.2   434.3   545.7   922.7  3692.6  83206.2    83358
read      276.2   133.5    80.4   131.8   146.0   257.6   313.2   342.4   364.0   389.9   424.2   480.2   619.3  1486.7  3001.4  57421.8    57408
read      264.7   143.9    80.4   131.2   145.4   239.9   293.3   322.1   343.1   367.6   398.7   450.7   670.1  1802.1  3124.1  86640.6    86837
read      292.1   144.0    86.8   137.7   153.9   277.2   326.8   354.9   375.6   400.9   434.3   496.2   642.5  1841.1  2864.5  33470.4    33517
read      277.7   177.8    80.4   131.8   146.0   252.8   309.5   338.7   360.2   385.9   420.8   482.9   667.4  2534.6  6594.1  66283.0    66204
read      256.7   121.3    80.4   129.8   143.4   239.2   293.8   321.7   341.1   363.4   390.7   430.5   517.9   799.5  2848.3  73727.4    73758
read      258.5   115.6    80.4   132.8   147.3   238.6   288.8   316.6   337.0   360.6   390.2   434.7   560.9  1194.3  2204.2  99694.6    99742
read      265.8   123.9    80.4   137.5   152.3   246.0   294.3   321.3   341.5   365.2   395.4   443.3   587.7  1405.9  3101.7 109621.6   109462
read      271.8   123.6    86.8   138.7   153.7   252.5   303.3   331.7   352.1   376.0   407.0   458.6   593.9  1251.1  2863.1  94527.8    94453
read      292.9   157.7    74.4   136.9   152.2   272.3   324.1   353.1   375.1   403.5   444.2   518.6   715.6  1972.7  3465.2  44177.0    44096
read      259.4   107.6    80.4   134.0   148.6   240.9   291.0   318.4   338.4   361.6   390.8   435.2   558.4   953.9  2243.4 100526.8   100467
read      243.3   115.8    93.8   150.0   163.3   232.1   262.5   278.2   290.1   304.3   323.0   357.8   455.7  1253.7  4966.7   8564.0     8576
read      336.4   366.5    80.4   134.3   150.0   271.2   333.0   369.9   400.1   444.2   524.1   680.6  1691.6  4567.3  9800.0  59369.6    59359
read      257.1   218.6    93.8   155.2   169.2   239.6   269.3   286.0   297.8   313.6   334.3   369.3   488.9  3478.6  7856.9   7618.8     7614
read      380.3   457.2    80.4   135.0   151.8   278.6   342.4   383.2   419.0   475.3   605.1   964.3  2431.6  5686.9  8745.3  60006.0    60329
read      313.7   208.1    80.4   136.4   153.7   284.3   342.9   377.5   403.2   435.2   482.6   566.1   810.7  2744.7  6264.1  43646.6    43762
read      426.4   654.8    80.4   135.5   152.1   273.2   332.7   367.0   394.3   431.0   501.0  1556.1  3590.3  7117.5  8113.1  66953.4    67038
read      300.8   143.8    86.8   141.7   159.6   286.6   338.1   367.0   387.9   411.9   443.1   494.7   635.6  1862.1  2895.8  26121.4    26095
read      436.6   677.3    80.4   137.3   153.9   274.9   335.4   370.6   399.3   439.9   527.8  1604.2  3852.7  7298.4  9009.4  71277.4    71173
read      271.7   139.2    86.8   138.5   153.7   250.7   299.3   327.1   346.9   371.3   402.4   456.9   619.3  1761.1  3651.5 109280.8   109276
read      260.5   113.4    93.8   148.9   165.0   248.1   282.8   302.3   316.5   335.0   359.7   399.6   530.7  1346.6  3089.9  13188.4    13150
read      365.8   381.3    80.4   135.3   151.4   276.5   343.0   384.7   422.2   488.8   622.4   899.1  1971.3  4474.8  7830.0  61274.8    61250
read      256.6   108.9    80.4   130.9   144.7   238.6   291.3   319.0   339.1   362.1   390.3   431.3   531.8   864.3  2742.6  84653.6    84472
read      258.0   109.0    80.4   130.4   144.3   239.1   292.6   320.9   341.1   364.5   393.4   436.4   547.3   922.1  1798.3  82319.6    82226
read      296.9   153.0    86.8   139.5   157.0   282.7   334.2   363.2   384.2   408.3   439.4   489.6   609.9  1798.3  5646.8  27515.0    27671
read      429.0   598.4    80.4   144.0   163.3   291.0   356.3   398.3   433.8   486.0   580.7  1356.1  3221.8  7133.0  8108.1  98802.8    98736
read      269.4   137.5    80.4   137.4   152.5   249.1   298.5   326.0   345.7   369.8   400.6   452.1   593.5  1578.2  3805.5 106234.6   106314
read      276.8   136.8    80.4   139.9   155.9   256.0   306.2   334.5   355.2   380.1   413.6   468.8   632.7  1520.1  3049.7 105054.8   105027
read      263.2   119.5    80.4   133.9   148.8   243.7   294.0   322.1   342.6   366.9   397.6   445.8   580.7  1145.9  2413.5  96818.0    96867
read      257.3   117.1    80.4   130.1   144.0   237.4   289.4   317.3   337.5   360.9   390.5   435.3   566.3  1088.9  3210.9  89601.4    89493
read      313.9   266.7    80.4   135.2   150.9   273.7   329.9   362.8   389.4   425.2   482.7   594.0  1053.9  3842.1  7954.9  50669.8    50538
read      294.6   187.0    86.8   142.4   160.0   275.8   321.6   348.0   367.5   390.2   419.2   467.0   744.4  2358.4  7381.3  22108.6    22083
read      323.3   228.8    80.4   135.2   151.6   284.4   349.7   390.6   423.2   466.5   529.1   615.0   893.9  3059.8  6436.2  48625.0    48618
read      329.0   425.1    80.4   136.7   152.3   259.2   315.0   346.3   370.6   399.9   442.3   533.4  2856.2  5127.3  7991.0  94749.2    94298
read      260.5   105.2    80.4   131.1   145.4   247.0   300.8   327.2   345.2   366.5   392.7   431.3   518.3   701.8  2382.3  63657.0    63579
read      259.9   102.8    80.4   130.7   144.6   245.7   299.9   326.9   345.0   366.7   393.4   432.1   523.8   692.5  1941.6  64620.8    64573
read      260.2   118.1    80.4   129.9   143.8   241.0   296.2   324.8   344.9   368.7   398.5   445.3   562.5   794.4  1872.5  77153.8    77178
read      304.3   173.5    86.8   138.4   155.8   283.6   336.6   366.9   389.7   416.7   452.2   514.9   796.2  2122.7  4302.6  29744.2    29824
read      335.4   397.3    80.4   133.4   148.4   259.9   316.6   347.0   370.7   400.8   449.8   627.1  2366.7  4582.4  7878.8  64450.4    64495
read      287.8   130.3    86.8   142.6   160.0   274.1   320.0   346.1   365.4   388.0   416.9   463.5   622.2  1572.1  3102.0  20871.4    20917
read      428.7   665.5    80.4   139.5   157.4   280.4   341.6   378.5   407.3   448.2   517.8  1312.9  3709.0  7322.1  8120.2  85590.0    85651
read      260.5   101.8    80.4   130.6   144.9   247.4   301.1   327.4   345.2   366.6   393.2   432.3   520.1   687.2  1620.0  61809.0    61935
read      311.8   293.8    80.4   134.0   149.8   272.1   329.4   362.5   387.9   421.2   469.4   565.1  1049.0  4294.5  8124.0  50167.0    50216
read      263.1   119.8    80.4   130.3   144.3   243.9   298.7   327.7   347.6   370.8   400.5   448.3   574.5  1116.6  2551.0  72193.4    72251
read      259.4   106.2    80.4   130.0   144.1   242.6   296.4   324.5   344.1   367.2   395.8   437.1   538.9   783.0  2233.5  72080.2    71798
read      290.7   156.1    86.8   143.9   161.5   277.6   321.9   346.2   364.8   386.1   413.5   459.1   627.4  2048.9  5151.0  19785.8    19701
read      314.7   180.8    86.8   138.9   155.9   293.5   352.8   385.4   408.3   435.6   473.3   543.0   772.2  2243.0  4048.3  24927.6    24952
read      408.4   658.2    80.4   134.4   150.7   266.6   326.0   360.6   387.5   423.2   483.2  1094.3  3583.3  7600.7  8750.6  81901.2    81838
read      312.9   185.6    86.8   143.1   163.0   293.7   348.4   379.1   401.2   428.1   462.8   520.9   684.5  2287.6  7588.6  26611.4    26648
read      322.5   207.5    86.8   142.1   162.1   302.1   359.6   390.0   411.5   436.1   468.9   527.6   822.4  2781.2  7602.8  24908.6    24837
read      337.9   216.9    80.4   141.3   162.0   313.4   378.4   412.9   436.7   465.9   505.5   570.3   940.1  2929.9  7431.8  29496.4    29420
